N° interne,N° SA,SN1/SN2, Famille  de situation,Problématique exemplaire,Urgences-SN1,Ped Ambu,SN2-Gynéco,Titre,Spécialité,5 types d'étapes de raisonnement,2 types d'étapes du raisonnement,Item,RC,Compétences,Compétences certifiées,Notes
56,560,SN1-1,FS09,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,SN2 avant Pôle femme,Anxiété et symptômes médicalement inexpliqués,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",PSYCHIQUE (TROUBLE),"Approche globale, prise en compte de la complexité",['C1NnD5' 'C6NnD4' 'C6NiD1'],
56,561,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Dénutrition du sujet âgé,Endocrinologie,PEC-ttt,PEC-ttt,Troubles nutritionnels chez le sujet âgé,SÉNILITÉ (SUJET ÂGÉ FRAGILE),"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NiD3' 'C3NiD5' 'C5NnD2' 'C6NnD4'],
56,562,SN1-1,FS06,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,Comprendre la demande du patient,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
56,563,SN1-1,FS09,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,Communication non verbale,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
57,564,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 1,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Premier recours, urgences",['C3NnD1' 'C3NnD2' 'C2NnD3' 'C3NiD2' 'C6NnD4' 'C1NiD6'],
57,565,SN1-1,FS02,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 2,ORL,PEC-ttt,PEC-ttt,"Hypersensibilités et allergies chez l'enfant et l'adulte : aspects physiopathologiques, épidémiologiques, diagnostiques et principes de traitement",RHINITE,"Premier recours, urgences",['C1NiD7' 'C5NnD7' 'C3NnD4' 'C5NiD3' 'C6NiD2' 'C2NnD1'],
57,566,SN1-1,FS10,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 3,Infectiologie,PEC-ttt,PEC-ttt,"Voyage en pays tropical de l'adulte et de l'enfant : conseils avant le départ, pathologies du retour : fièvre, diarrhée, manifestations cutanées",DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD6' 'C1NnD7' 'C3NnD1' 'C2NnD3' 'C6NnD2' 'C2NnD1' 'C2NnD2'],
57,567,SN1-1,FS10,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 4,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD4' 'C1NnD5' 'C1NiD5' 'C5NnD6' 'C5NnD3' 'C4NiD5'],
57,568,SN1-1,FS10,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 5,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Approche globale, prise en compte de la complexité",['C3NnD2' 'C3NnD5' 'C3NiD1' 'C6NnD4' 'C6NiD1' 'C6NiD3'],
57,569,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 6,Gastroentérologie,PEC-ttt,PEC-ttt,"Reflux gastro-œsophagien chez le nourrisson, chez l'enfant et chez l'adulte. Hernie hiatale",REFLUX - PYROSIS - OESOPHAGITE,"Approche globale, prise en compte de la complexité",['C1NnD3' 'C5NnD7' 'C5NiD1' 'C2NID1' 'C6NnD1' 'C6NiD1' 'C2NnD2'],
57,570,SN1-1,FS02,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 7,Dermatologie,PEC-ttt,PEC-ttt,"Hypersensibilités et allergies cutanéomuqueuses chez l'enfant et l'adulte. Urticaire, dermatites atopique et de contact, conjonctivite allergique.",ECZÉMA,"Premier recours, urgences",['C1NiD3' 'C4NiD4' 'C6NiD4' 'C5NiD2' 'C5NiD4'],
57,571,SN1-1,FS10,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 8,Psychiatrie,PEC-ttt,PEC-ttt,Addiction aux médicaments psychotropes (benzodiazépines et apparentés),TOXICOMANIE,"Approche globale, prise en compte de la complexité",['C1NnD1' 'C5NnD5' 'C4NnD3' 'C5NnD2' 'C6NnD3'],
57,572,SN1-1,FS08,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 9,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NiD1' 'C1NiD2' 'C2NnD3' 'C2NiD2' 'C5NiD2'],
57,573,SN1-1,FS05,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,SN2 avant Pôle femme,Situation d'apprentissage 10,Gynécologie,PEC-ttt,PEC-ttt,Anomalies du cycle menstruel,DYSMÉNORRHÉE,"Premier recours, urgences",['C1NnD7' 'C2NnD3' 'C2NiD5' 'C4NiD2' 'C6NiD3'],
58,574,SN1-1,FS09,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,SN2 avant Pôle femme,Renouvellement d'ordonnance sécurisé,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
58,575,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Rattrapage vaccinal,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
58,576,SN1-1,FS04,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,Pneumonie aigüe communautaire de l'enfant,Pneumologie,Diagnostic,Diagnostic,Douleurs abdominales aiguës chez l'enfant et chez l'adulte,PLAINTE ABDOMINALE,"Premier recours, urgences",['C5NnD6' 'C2NnD3' 'C3NnD4' 'C6NnD2'],
58,577,SN1-1,FS02,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,SN2 avant Pôle femme,Crise hypertensive,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Premier recours, urgences",,
58,578,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,Topo antitussif,Pneumologie,PEC-ttt,PEC-ttt,Toux chez l'enfant et chez l'adulte (avec le traitement),TOUX,"Premier recours, urgences",,
58,579,SN1-1,FS09,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,Patient inobservant,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,Les droits individuels et collectifs du patient,0,Professionnalisme,['C1NnD3' 'C1NnD4' 'C5NnD1' 'C2NnD2'],
58,580,SN1-1,FS09,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,AEG du sujet âgé,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,Introduction à l’éthique médicale,0,Professionnalisme,['C1NnD1' 'C4NnD1' 'C2NnD1'],
58,581,SN1-1,FS01,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,SN2 avant Pôle femme,Dyslipidémie,Cardiologie,Diagnostic,Diagnostic,Dyslipidémies,DYSLIPIDÉMIE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NnD4' 'C5NnD3' 'C2NnD1'],
58,582,SN1-1,FS03,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,SN2 avant Pôle femme,Angine et allergie ATB,ORL,PEC-ttt,PEC-ttt,Angines de l'adulte et de l'enfant et rhinopharyngites de l'enfant,ANGINE (AMYGDALITE -PHARYNGITE),"Premier recours, urgences",['C2NnD3' 'C1NnD9'],
58,583,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,Patient compliqué,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD2' 'C1NnD4'],
59,584,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Trace IRM prostatique,Urologie,Prévention-Education,Autre,Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C4NnD1' 'C6NnD3' 'C6NiD3'],
59,585,SN1-1,FS09,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Trace HTA secondaire,Cardiologie,Diagnostic,Diagnostic,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD1' 'C2NnD1' 'C1NnD9'],
59,586,SN1-1,FS02,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace IDR tuberculinique,Pneumologie,Prévention-Education,Autre,Tuberculose de l'adulte et de l'enfant,RÉACTION TUBERCULINIQUE,"Premier recours, urgences",['C1NnD5' 'C2NnD3' 'C3NiD2' 'C5NnD2'],
59,587,SN1-1,FS08,Procédures médico-administratives,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace certificat médicale de non contre-indication,Cardiologie,Prévention-Education,Autre,Aptitude au sport chez l'adulte et l'enfant ; besoins nutritionnels chez le sportif,PROCÉDURE ADMINISTRATIVE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD6' 'C1NiD3' 'C3NiD1' 'C5NiD4'],
59,588,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace Mycose buccale,Dermatologie,Prévention-Education,Autre,"Infections cutanéo-muqueuses et des phanères, bactériennes et mycosiques de l'adulte et de l'enfant",STOMATITE - GLOSSITE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C5NnD5' 'C2NnD3' 'C6NiD3'],
59,589,SN1-1,FS06,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace Dérogation au secret médical,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,Introduction à l’éthique médicale,0,Professionnalisme,['C1NnD4' 'C1NnD1' 'C1NiD5' 'C5NiD6'],
59,590,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,Trace Otite séro-muqueuse,Pédiatrie,Prévention-Education,Autre,Otites infectieuses de l'adulte et de l'enfant,OTITE MOYENNE,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD6' 'C2NnD3' 'C2NiD5' 'C4NnD3'],
59,591,SN1-1,FS04,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace rappel vaccin dTcaP ou DTCaP,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NnD1' 'C5NnD2' 'C6NiD3'],
59,592,SN1-1,FS09,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace Grille de Calgary JN 80 ans,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD4' 'C1NiD5' 'C2NiD4' 'C6NiD2'],
59,593,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,SN2 avant Pôle femme,Trace Grille Calgary RM 78ans,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD2' 'C1NnD5' 'C5NnD1'],
60,594,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA 1.2,ORL,Diagnostic,Diagnostic,Syndrome mononucléosique,ANGINE (AMYGDALITE -PHARYNGITE),"Premier recours, urgences","['C1NnD7' 'C5NnD5' 'C2NnD3' 'C3NnD4' 'C5NnD3' 'C4NiD2' 'C4NiD4' 'C5NnD1'
 'C5NnD4' 'C5NiD2' 'C5NiD5' 'C2NnD1' 'C1NnD9']",
60,595,SN1-1,FS02,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,SN2 avant Pôle femme,SA 10.1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,Organisation du système de soins. Sa régulation. Les indicateurs. Parcours de soins.,0,"Continuité, suivi, coordination des soins autour du patient","['C1NiD5' 'C1NiD7' 'C3NnD1' 'C2NnD3' 'C2NiD3' 'C3NiD6' 'C5NnD3' 'C4NnD3'
 'C5NiD2' 'C5NiD4' 'C6NnD2' 'C2NnD1' 'C1NnD9']",
60,596,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,SN2 avant Pôle femme,SA 2.3,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Premier recours, urgences","['C1NnD3' 'C1NnD6' 'C1NnD7' 'C1NnD1' 'C5NnD5' 'C5NnD6' 'C2NnD3' 'C3NnD3'
 'C5NnD3' 'C5NnD1' 'C5NnD4' 'C6NnD2' 'C6NnD3' 'C2NnD1']",
60,597,SN1-1,FS05,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA 1.3,Gynécologie,Prévention-Education,Autre,Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
60,598,SN1-1,FS08,Procédures médico-administratives,Urgences avant SN1,non,SN2 avant Pôle femme,SA 5.3,Santé publique (Administratif/Social),Administratif-Social,Autre,Accidents du travail et maladies professionnelles : définitions et enjeux,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient","['C1NnD6' 'C1NiD2' 'C1NnD1' 'C2NnD3' 'C2NID1' 'C2NiD2' 'C5NnD1' 'C5NiD2'
 'C5NiD5' 'C6NiD3' 'C2NnD2']",
